MATRICULA   NOMBRE                           APPAT                            APMAT                            FECHA NAC    EDAD   SEXO      LUGAR NAC              CURP
339055      RAFAEL                           JIMENEZ                          ROMERO                           20-12-1999   23     HOMBRE    TAMAULIPAS             JIRR991220HTSMMF06
339062      ROSA                             NAVARRO                          CHAVEZ                           30-10-1992   31     MUJER     CHIHUAHUA              NACR921030MCHVHS03
339066      RAFAEL                           MARTINEZ                         ZAPATA                           18-06-2004   19     HOMBRE    HIDALGO                MAZR040618HHGRPFA6
339068      JUAN                             FUENTES                          DIAZ                             27-07-1985   38     HOMBRE    VERACRUZ               FUDJ850727HVZNZN06
339069      LUCIA                            LARA                             NUNEZ                            22-08-1993   30     MUJER     CAMPECHE               LANL930822MCCRNC00
339070      PEDRO                            TORRES                           VEGA                             25-05-1993   30     HOMBRE    DISTRITO FEDERAL       TOVP930525HDFRGD06
339071      FRANCISCO                        GUERRERO                         MORALES                          18-02-2002   21     HOMBRE    VERACRUZ               GUMF020218HVZRRRA2
339081      PEDRO                            GOMEZ                            MENDOZA                          09-06-2016   7      HOMBRE    QUERETARO              GOMP160609HQTMNDB7
339085      ALBERTO                          DIAZ                             CHAVEZ                           29-06-2002   21     HOMBRE    BAJA CALIFORNIA        DICA020629HBCZHLA8
339093      MIGUEL                           VARGAS                           DIAZ                             08-09-2015   8      HOMBRE    MORELOS                VADM150908HMSRZGB1
340007      LAURA                            NUNEZ                            MORALES                          22-12-1991   31     MUJER     CHIAPAS                NUML911222MCSNRR00
340011      JOSE                             SILVA                            MORENO                           09-02-2009   14     HOMBRE    YUCATAN                SIMJ090209HYNLRXA0
340012      MARIO                            RAMIREZ                          VALDEZ                           14-03-1986   37     HOMBRE    JALISCO                RAVM860314HJCMLR00
340015      CARMEN                           PEREZ                            ZAPATA                           07-03-1986   37     MUJER     JALISCO                PEZC860307MJCRPR07
340017      ROBERTO                          VARGAS                           NUNEZ                            28-06-1980   43     HOMBRE    SAN LUIS POTOSI        VANR800628HSPRNB00
340020      JOSE LUIS                        VALDEZ                           GUERRERO                         25-06-1983   40     HOMBRE    NUEVO LEON             VAGL830625HNLLRS05
340022      LUISA                            PEREZ                            PEREZ                            02-07-1987   36     MUJER     QUINTANA ROO           PEPL870702MQRRRS09
340023      JOSE                             FLORES                           DIAZ                             24-09-2015   8      HOMBRE    SONORA                 FODJ150924HSRLZXB3
340024      LUCIA                            NUNEZ                            MORENO                           04-02-2016   7      MUJER     DURANGO                NUML160204MDGNRCB8
340028      CARLOS                           ACOSTA                           CHAVEZ                           13-02-2002   21     HOMBRE    DISTRITO FEDERAL       AOCC020213HDFCHRA9
340031      JULIA                            SILVA                            REYES                            30-05-2003   20     MUJER     PUEBLA                 SIRJ030530MPLLYLA6
340034      MANUEL                           CRUZ                             PEREZ                            15-04-2016   7      HOMBRE    BAJA CALIFORNIA SUR    CUPM160415HBSRRNB8
340039      JULIA                            SANCHEZ                          MENDOZA                          30-09-1991   32     MUJER     NAYARIT                SAMJ910930MNTNNL01
340045      PATRICIA                         GUTIERREZ                        MENDOZA                          01-10-1996   27     MUJER     JALISCO                GUMP961001MJCTNT03
340048      JUAN                             FERNANDEZ                        FLORES                           28-01-2018   5      HOMBRE    VERACRUZ               FEFJ180128HVZRLNB4
